Date,Product ID,Product Name,Department Id,Category Id,Category Name,Inventory Level,Total Units Sold,Total Sales,Total Profit,Units Ordered,Inventory Forecast,Product Price,Competitor Pricing,Cost to Company,Total Inventory,month,quarter,is_month_start,is_month_end
2016-03-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,141.0,30.0,449.69999502,-6.790002578000001,27.0,34.0,14.98999977,14.83,10.27,111.0,3,1,True,False
2016-04-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,143.0,36.0,539.63998984,131.570000894,30.0,32.0,14.98999977,13.68,9.83,107.0,4,2,True,False
2016-05-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,135.0,22.0,329.77999495,6.450000288000004,22.0,28.0,14.98999977,16.4,10.09,113.0,5,2,True,False
2016-06-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,180.0,46.0,689.53998946,63.149999928,46.0,67.0,14.98999977,14.42,10.17,134.0,6,2,True,False
2016-07-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,167.0,23.0,344.77000044,11.150000334999998,26.0,33.0,14.98999977,14.06,10.8,144.0,7,3,True,False
2016-08-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,178.0,13.0,194.86999511,-115.62999882599999,27.0,34.0,14.98999977,14.35,9.65,165.0,8,3,True,False
2016-09-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,193.0,26.0,389.73999403,-9.769999736000003,22.0,28.0,14.98999977,16.38,11.41,167.0,9,3,True,False
2016-10-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,199.0,38.0,569.619997,127.650001162,25.0,32.0,14.98999977,13.77,10.31,161.0,10,4,True,False
2016-11-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,207.0,40.0,599.59999082,91.140001042,40.0,46.0,14.98999977,16.09,11.11,167.0,11,4,True,False
2016-12-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,202.0,33.0,494.66999434,75.359997628,33.0,35.0,14.98999977,15.61,9.24,169.0,12,4,True,False
2017-01-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,215.0,40.0,599.5999870200001,53.049999471999996,40.0,46.0,14.98999977,15.98,10.4,175.0,1,1,True,False
2017-02-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,228.0,38.0,569.61999129,167.389999622,38.0,53.0,14.98999977,16.42,9.08,190.0,2,1,True,False
2017-03-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,226.0,28.0,419.7200012,-86.889998933,28.0,36.0,14.98999977,16.02,11.02,198.0,3,1,True,False
2017-04-01,792,Hirzl Men's Hybrid Golf Glove,6,36,Golf Balls,233.0,17.0,254.82999991000003,-0.39999961599999523,28.0,35.0,14.98999977,16.32,10.02,216.0,4,2,True,False
2015-01-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,38.0,31.0,464.68999481000003,137.819999466,29.0,38.0,14.98999977,14.65,9.35,7.0,1,1,True,False
2015-02-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,38.0,25.0,374.74999046,58.320000183000005,24.0,31.0,14.98999977,14.58,11.99,13.0,2,1,True,False
2015-03-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,77.0,52.0,779.47998235,175.560002082,47.0,64.0,14.98999977,14.66,10.23,25.0,3,1,True,False
2015-04-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,80.0,49.0,734.50999639,10.040002099000006,49.0,55.0,14.98999977,13.76,9.0,31.0,4,2,True,False
2015-05-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,73.0,39.0,584.60999295,146.339998715,39.0,42.0,14.98999977,13.72,11.85,34.0,5,2,True,False
2015-06-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,81.0,36.0,539.63999747,-23.549998758,37.0,47.0,14.98999977,15.83,9.05,45.0,6,2,True,False
2015-07-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,86.0,25.0,374.74999236,63.340001224000005,32.0,41.0,14.98999977,14.83,10.25,61.0,7,3,True,False
2015-08-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,94.0,32.0,479.67999457,98.20000233,26.0,33.0,14.98999977,16.28,11.14,62.0,8,3,True,False
2015-09-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,93.0,16.0,239.83999633,55.54000103,24.0,31.0,14.98999977,15.33,11.74,77.0,9,3,True,False
2015-10-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,154.0,64.0,959.35998723,76.189999577,54.0,77.0,14.98999977,13.6,11.13,90.0,10,4,True,False
2015-11-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,127.0,20.0,299.7999916,57.879999271,29.0,37.0,14.98999977,13.96,10.38,107.0,11,4,True,False
2015-12-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,140.0,34.0,509.6599903,-46.95000194700002,26.0,33.0,14.98999977,14.11,11.92,106.0,12,4,True,False
2016-01-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,144.0,25.0,374.74999236,-23.780002474,30.0,38.0,14.98999977,16.42,9.11,119.0,1,1,True,False
2016-02-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,154.0,37.0,554.62999723,97.350000975,31.0,35.0,14.98999977,14.15,11.95,117.0,2,1,True,False
2016-03-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,153.0,27.0,404.72999761,37.300001327000004,28.0,36.0,14.98999977,15.04,11.54,126.0,3,1,True,False
2016-04-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,160.0,22.0,329.77999115,-49.66000341800001,27.0,34.0,14.98999977,16.3,11.78,138.0,4,2,True,False
2016-05-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,169.0,32.0,479.67999266000004,-90.27999401100001,26.0,31.0,14.98999977,16.42,9.76,137.0,5,2,True,False
2016-06-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,166.0,27.0,404.72999761,-66.69999969499999,27.0,29.0,14.98999977,14.2,9.42,139.0,6,2,True,False
2016-07-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,202.0,55.0,824.44999122,142.889997779,55.0,63.0,14.98999977,13.64,10.98,147.0,7,3,True,False
2016-08-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,200.0,43.0,644.56998633,132.359999771,43.0,53.0,14.98999977,13.95,10.54,157.0,8,3,True,False
2016-09-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,220.0,44.0,659.55998609,-39.190000166000004,44.0,63.0,14.98999977,13.68,10.56,176.0,9,3,True,False
2016-10-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,227.0,24.0,359.7599964,-84.54999972099999,40.0,51.0,14.98999977,14.08,11.77,203.0,10,4,True,False
2016-11-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,237.0,23.0,344.76999663000004,60.140000343,27.0,34.0,14.98999977,15.2,10.85,214.0,11,4,True,False
2016-12-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,245.0,26.0,389.73999214,78.16999894,24.0,31.0,14.98999977,16.23,9.93,219.0,12,4,True,False
2017-01-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,243.0,16.0,239.83999252,35.959999083,19.0,24.0,14.98999977,15.1,10.19,227.0,1,1,True,False
2017-02-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,252.0,16.0,239.84000205,24.310000007,20.0,25.0,14.98999977,15.37,9.39,236.0,2,1,True,False
2017-03-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,257.0,33.0,494.66999625,81.070001189,16.0,21.0,14.98999977,14.1,9.57,224.0,3,1,True,False
2017-04-01,793,Hirzl Women's Hybrid Golf Glove,6,36,Golf Balls,246.0,15.0,224.84999846,49.120000486,17.0,22.0,14.98999977,15.89,9.42,231.0,4,2,True,False
2015-01-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,57.0,36.0,647.6399936400001,163.580001319,40.0,57.0,17.98999977,18.96,12.63,21.0,1,1,True,False
2015-02-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,57.0,15.0,269.84999656,32.130000179999996,28.0,36.0,17.98999977,18.14,12.5,42.0,2,1,True,False
2015-03-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,88.0,53.0,953.4699821300001,278.419999007,33.0,46.0,17.98999977,16.85,13.91,35.0,3,1,True,False
2015-04-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,87.0,37.0,665.62998199,9.639998681,37.0,52.0,17.98999977,17.35,12.18,50.0,4,2,True,False
2015-05-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,111.0,46.0,827.53998565,48.699998848999996,46.0,61.0,17.98999977,18.54,12.22,65.0,5,2,True,False
2015-06-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,110.0,22.0,395.77999686,-33.000001073,36.0,45.0,17.98999977,18.61,11.89,88.0,6,2,True,False
2015-07-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,123.0,32.0,575.67999266,68.559999479,28.0,35.0,17.98999977,17.76,12.66,91.0,7,3,True,False
2015-08-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,124.0,28.0,503.71999548,-98.73999977499999,26.0,33.0,17.98999977,17.01,12.75,96.0,8,3,True,False
2015-09-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,138.0,37.0,665.6299877,137.350001589,29.0,42.0,17.98999977,18.79,13.17,101.0,9,3,True,False
2015-10-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,150.0,36.0,647.6399936600001,52.800003098999994,36.0,49.0,17.98999977,16.8,12.34,114.0,10,4,True,False
2015-11-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,189.0,53.0,953.46998785,141.500000475,53.0,75.0,17.98999977,19.56,11.58,136.0,11,4,True,False
2015-12-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,178.0,32.0,575.67999266,13.059999701999999,33.0,42.0,17.98999977,16.87,13.91,146.0,12,4,True,False
2016-01-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,185.0,31.0,557.69000433,49.68999831,31.0,39.0,17.98999977,16.58,12.04,154.0,1,1,True,False
2016-02-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,188.0,32.0,575.67999838,87.30000085,31.0,34.0,17.98999977,17.98,14.11,156.0,2,1,True,False
2016-03-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,192.0,15.0,269.85000038,63.739999302,28.0,36.0,17.98999977,18.06,11.54,177.0,3,1,True,False
2016-04-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,205.0,39.0,701.60999106,130.840001113,26.0,28.0,17.98999977,18.02,12.81,166.0,4,2,True,False
2016-05-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,198.0,32.0,575.67999647,74.120000371,32.0,32.0,17.98999977,17.76,12.72,166.0,5,2,True,False
2016-06-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,221.0,40.0,719.5999851,-32.319995985999995,40.0,55.0,17.98999977,19.77,13.78,181.0,6,2,True,False
2016-07-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,217.0,30.0,539.69999313,58.999999524,30.0,36.0,17.98999977,17.94,11.29,187.0,7,3,True,False
2016-08-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,220.0,8.0,143.91999816,-99.99000164,26.0,33.0,17.98999977,17.91,14.07,212.0,8,3,True,False
2016-09-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,240.0,41.0,737.58998489,-10.949996006999998,23.0,28.0,17.98999977,17.71,12.71,199.0,9,3,True,False
2016-10-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,227.0,25.0,449.74999235,-78.220003176,25.0,28.0,17.98999977,16.43,12.9,202.0,10,4,True,False
2016-11-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,232.0,8.0,143.92000007000001,21.470000626,24.0,30.0,17.98999977,18.32,12.63,224.0,11,4,True,False
2016-12-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,264.0,50.0,899.49998853,-1.6400032090000067,34.0,40.0,17.98999977,17.01,10.92,214.0,12,4,True,False
2017-01-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,264.0,36.0,647.63998793,162.980000017,36.0,50.0,17.98999977,18.49,12.58,228.0,1,1,True,False
2017-02-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,269.0,34.0,611.659996,9.039999966000003,34.0,41.0,17.98999977,16.37,11.74,235.0,2,1,True,False
2017-03-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,270.0,30.0,539.70000266,146.680000774,30.0,35.0,17.98999977,19.72,12.03,240.0,3,1,True,False
2017-04-01,797,Hirzl Women's Soffft Flex Golf Glove,6,36,Golf Balls,274.0,11.0,197.88999938,48.509999039,27.0,34.0,17.98999977,17.88,13.13,263.0,4,2,True,False
2015-01-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,38.0,27.0,539.7299976200001,110.429999824,29.0,38.0,19.98999977,20.51,12.36,11.0,1,1,True,False
2015-02-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,58.0,38.0,759.61999128,170.029996877,33.0,47.0,19.98999977,19.38,15.5,20.0,2,1,True,False
2015-03-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,82.0,53.0,1059.46998212,221.95999718,53.0,62.0,19.98999977,20.64,13.17,29.0,3,1,True,False
2015-04-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,85.0,45.0,899.5499896800001,170.350001562,45.0,56.0,19.98999977,20.68,13.69,40.0,4,2,True,False
2015-05-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,105.0,50.0,999.49998662,292.870001554,50.0,65.0,19.98999977,21.83,15.83,55.0,5,2,True,False
2015-06-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,104.0,26.0,519.73999404,-32.54000064099999,39.0,49.0,19.98999977,19.47,15.77,78.0,6,2,True,False
2015-07-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,118.0,30.0,599.69999693,16.780004024999997,32.0,40.0,19.98999977,19.69,14.85,88.0,7,3,True,False
2015-08-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,123.0,45.0,899.5499954,58.59000088899999,30.0,35.0,19.98999977,21.24,12.27,78.0,8,3,True,False
2015-09-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,124.0,38.0,759.61998748,135.480000966,38.0,46.0,19.98999977,20.01,14.37,86.0,9,3,True,False
2015-10-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,124.0,14.0,279.85999488,57.889998682,30.0,38.0,19.98999977,20.94,15.95,110.0,10,4,True,False
2015-11-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,142.0,31.0,619.68998908,100.250001435,25.0,32.0,19.98999977,19.83,15.78,111.0,11,4,True,False
2015-12-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,169.0,53.0,1059.46998214,83.13000632,43.0,58.0,19.98999977,18.85,12.42,116.0,12,4,True,False
2016-01-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,175.0,42.0,839.57999418,191.650000098,42.0,59.0,19.98999977,20.97,13.58,133.0,1,1,True,False
2016-02-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,192.0,53.0,1059.46998214,-21.709986222999987,53.0,59.0,19.98999977,18.52,13.26,139.0,2,1,True,False
2016-03-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,189.0,22.0,439.77999877,108.340000159,40.0,50.0,19.98999977,18.78,12.51,167.0,3,1,True,False
2016-04-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,207.0,12.0,239.87999915,46.9399997,32.0,40.0,19.98999977,20.5,14.77,195.0,4,2,True,False
2016-05-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,228.0,20.0,399.79999923,12.959999083999996,26.0,33.0,19.98999977,20.98,13.09,208.0,5,2,True,False
2016-06-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,228.0,20.0,399.79999541,83.189999339,16.0,20.0,19.98999977,21.57,13.37,208.0,6,2,True,False
2016-07-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,228.0,35.0,699.64998816,65.420000476,16.0,20.0,19.98999977,19.08,12.36,193.0,7,3,True,False
2016-08-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,222.0,29.0,579.70999717,77.920001525,23.0,29.0,19.98999977,18.43,13.98,193.0,8,3,True,False
2016-09-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,223.0,34.0,679.65999411,36.790001391000004,24.0,30.0,19.98999977,21.81,12.63,189.0,9,3,True,False
2016-10-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,218.0,26.0,519.73999594,-33.180003909,23.0,29.0,19.98999977,18.61,13.72,192.0,10,4,True,False
2016-11-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,234.0,37.0,739.62999723,-165.390006054,35.0,42.0,19.98999977,18.78,12.57,197.0,11,4,True,False
2016-12-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,255.0,47.0,939.5299892200001,60.25999764800001,47.0,58.0,19.98999977,19.16,15.81,208.0,12,4,True,False
2017-01-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,253.0,40.0,799.59999083,2.8199957060000003,40.0,45.0,19.98999977,20.11,12.57,213.0,1,1,True,False
2017-02-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,257.0,32.0,639.67998695,94.479998574,35.0,44.0,19.98999977,21.52,14.08,225.0,2,1,True,False
2017-03-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,261.0,20.0,399.80000113,76.739999764,28.0,36.0,19.98999977,21.03,12.78,241.0,3,1,True,False
2017-04-01,804,Glove It Women's Imperial Golf Glove,6,36,Golf Balls,268.0,22.0,439.77999686,100.500001069,21.0,27.0,19.98999977,20.82,12.3,246.0,4,2,True,False
2015-01-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,38.0,32.0,639.67999075,34.249999292,34.0,38.0,19.98999977,18.27,13.48,6.0,1,1,True,False
2015-02-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,38.0,19.0,379.81000136,44.159999845,25.0,32.0,19.98999977,19.91,12.28,19.0,2,1,True,False
2015-03-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,45.0,28.0,559.71999358,128.030001158,20.0,26.0,19.98999977,21.12,12.87,17.0,3,1,True,False
2015-04-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,43.0,9.0,179.90999793999998,35.600000384,20.0,26.0,19.98999977,20.98,13.86,34.0,4,2,True,False
2015-05-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,63.0,36.0,719.63999555,80.19999813199999,21.0,29.0,19.98999977,21.25,15.95,27.0,5,2,True,False
2015-06-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,63.0,29.0,579.70998954,53.289999723,29.0,36.0,19.98999977,19.78,15.98,34.0,6,2,True,False
2015-07-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,72.0,27.0,539.72999191,165.110001562,27.0,38.0,19.98999977,21.27,15.91,45.0,7,3,True,False
2015-08-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,76.0,28.0,559.71999739,186.92999875200002,28.0,31.0,19.98999977,18.95,13.69,48.0,8,3,True,False
2015-09-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,85.0,30.0,599.6999874,87.900000328,30.0,37.0,19.98999977,19.43,12.32,55.0,9,3,True,False
2015-10-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,121.0,50.0,999.49998663,136.529998771,50.0,66.0,19.98999977,18.7,13.29,71.0,10,4,True,False
2015-11-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,107.0,35.0,699.64999198,-67.430005533,35.0,36.0,19.98999977,19.86,12.94,72.0,11,4,True,False
2015-12-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,110.0,22.0,439.77999114,8.450000052999998,30.0,38.0,19.98999977,19.56,12.05,88.0,12,4,True,False
2016-01-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,123.0,40.0,799.59999082,122.75999903900001,32.0,35.0,19.98999977,18.95,12.37,83.0,1,1,True,False
2016-02-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,121.0,33.0,659.66999244,-27.059998783000008,33.0,38.0,19.98999977,21.0,13.81,88.0,2,1,True,False
2016-03-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,119.0,7.0,139.92999839,49.880001073,24.0,31.0,19.98999977,19.25,13.35,112.0,3,1,True,False
2016-04-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,135.0,20.0,399.80000113,62.830001237,18.0,23.0,19.98999977,19.08,12.72,115.0,4,2,True,False
2016-05-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,138.0,38.0,759.61999128,193.609999651,23.0,23.0,19.98999977,18.51,14.86,100.0,5,2,True,False
2016-06-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,137.0,25.0,499.74999427,153.560001844,25.0,37.0,19.98999977,19.75,13.42,112.0,6,2,True,False
2016-07-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,140.0,17.0,339.829998,49.930000307,22.0,28.0,19.98999977,19.2,15.4,123.0,7,3,True,False
2016-08-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,150.0,22.0,439.77999495,129.689999271,21.0,27.0,19.98999977,19.47,12.96,128.0,8,3,True,False
2016-09-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,184.0,54.0,1079.4599876,237.55000078,50.0,56.0,19.98999977,18.93,14.15,130.0,9,3,True,False
2016-10-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,165.0,21.0,419.78999328,69.350000083,28.0,35.0,19.98999977,21.04,12.73,144.0,10,4,True,False
2016-11-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,177.0,30.0,599.69999312,87.950001,26.0,33.0,19.98999977,21.71,13.97,147.0,11,4,True,False
2016-12-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,179.0,29.0,579.71000097,65.250000364,26.0,32.0,19.98999977,19.98,12.6,150.0,12,4,True,False
2017-01-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,199.0,41.0,819.5899925,119.43000295,41.0,49.0,19.98999977,20.56,12.64,158.0,1,1,True,False
2017-02-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,191.0,31.0,619.68999289,23.079999679999997,31.0,33.0,19.98999977,21.46,14.44,160.0,2,1,True,False
2017-03-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,188.0,26.0,519.73999594,48.869998806000005,26.0,28.0,19.98999977,21.98,13.05,162.0,3,1,True,False
2017-04-01,810,Glove It Women's Mod Oval Golf Glove,6,36,Golf Balls,192.0,23.0,459.76998901,126.870003702,24.0,30.0,19.98999977,20.44,12.68,169.0,4,2,True,False
2015-01-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,54.0,36.0,1727.64002592,508.63999932999997,40.0,54.0,47.99000168,48.64,30.65,18.0,1,1,True,False
2015-02-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,54.0,32.0,1535.68001538,-330.85001059699994,28.0,36.0,47.99000168,48.49,31.82,22.0,2,1,True,False
2015-03-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,68.0,39.0,1871.61003092,364.57000064700003,36.0,46.0,47.99000168,51.22,37.45,29.0,3,1,True,False
2015-04-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,65.0,26.0,1247.7400282600001,409.569993004,28.0,36.0,47.99000168,44.23,36.44,39.0,4,2,True,False
2015-05-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,86.0,38.0,1823.62002542,414.01000022,36.0,47.0,47.99000168,45.35,37.88,48.0,5,2,True,False
2015-06-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,101.0,39.0,1871.61003092,126.51000927799996,39.0,53.0,47.99000168,50.8,35.05,62.0,6,2,True,False
2015-07-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,116.0,38.0,1823.6200407600002,79.99999479600001,38.0,54.0,47.99000168,51.33,35.16,78.0,7,3,True,False
2015-08-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,116.0,27.0,1295.7300185,130.429999821,30.0,38.0,47.99000168,52.74,33.4,89.0,8,3,True,False
2015-09-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,124.0,23.0,1103.7700003,364.50000287,28.0,35.0,47.99000168,51.57,37.48,101.0,9,3,True,False
2015-10-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,130.0,13.0,623.8700141400001,-251.65000675499996,23.0,29.0,47.99000168,51.73,33.7,117.0,10,4,True,False
2015-11-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,138.0,39.0,1871.6099965,312.4500055,21.0,21.0,47.99000168,46.21,32.2,99.0,11,4,True,False
2015-12-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,137.0,33.0,1583.6700132400001,153.549996504,33.0,38.0,47.99000168,47.05,34.94,104.0,12,4,True,False
2016-01-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,134.0,16.0,767.84000004,-221.979992832,24.0,30.0,47.99000168,45.76,34.04,118.0,1,1,True,False
2016-02-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,148.0,34.0,1631.66000726,248.73000622,26.0,30.0,47.99000168,49.01,29.98,114.0,2,1,True,False
2016-03-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,170.0,39.0,1871.61002712,360.679997451,39.0,56.0,47.99000168,52.2,32.56,131.0,3,1,True,False
2016-04-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,172.0,30.0,1439.70003116,61.740003374,30.0,41.0,47.99000168,46.5,31.8,142.0,4,2,True,False
2016-05-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,177.0,16.0,767.8400000400001,167.73999690800002,28.0,35.0,47.99000168,48.54,36.92,161.0,5,2,True,False
2016-06-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,191.0,33.0,1583.6700247200001,-192.150001474,24.0,30.0,47.99000168,46.03,32.43,158.0,6,2,True,False
2016-07-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,219.0,45.0,2159.5500142,605.3399935,42.0,61.0,47.99000168,44.82,36.68,174.0,7,3,True,False
2016-08-01,818,Titleist Pro V1x Golf Balls,6,37,Electronics,204.0,27.0,1295.73000318,-179.62000468999994,27.0,30.0,47.99000168,45.06,33.04,177.0,8,3,True,False
